CLUE,ANS,POS,FOUND IN
Anger ,ire,17,Ire-filled
Agricultural labourer of low status ,peasant,1,Peasant farmer
Engulfing swirl of e.g. whirlpool ,vortex,1,Vortex-like motion
Asian desert ,gobi,2,"Gobi Desert (Mongolia, China)"
Brief light fall of rain ,shower,2,Soft shower
Tics ,spasms,11,Uncontrollable muscular spasms
Male singer in boater ,baritone,4,Harbor-bound baritone
Beatle ,ringo,13,"Ringo, Paul, John, George (The Beatles)"
Hot food (that sounds cold!),chilli,10,Bone-chilling hot chocolate (surprisingly served cold)
Miniature whirpools ,eddies,2,Microscopic eddies
Put right ,amend,3,Amended typo
This job does not require all of the working week ,part-time,1,Part-time work
Early string instrument ,viol,1,Violin
Strong cord ,rope,10,Heavy-duty rope
Bath ,tub,13,Slippery floor hazards in bathrooms: Greasy or wet floors can lead to falls or injuries while getting in or out of the tub or shower
