CLUE,ANS,POS
Intolerance of another ethnic group ,racism,4
Form of sugar ,glucose,1
Life story (abbr) ,bio,1
Orations ,speeches,1
Cords for fastening shoes ,laces,1
"Alarms, warning signals",alerts,1
Empty ,vacant,1
Bridle straps ,reins,6
Burnt sugar ,caramel,7
Relevant ,apposite,10
Kept in shackles ,enchained,4
Arouse ,excite,7
'Jack and Jill went . . . . . . . . .' ,up the hill,1
In sequence ,consecutive,16
Meat of the calf ,veal,1
Series of linked events ,chain reaction,14
Waterfall ,cascade,10
Nerve cell ,neuron,1
James Joyce novel,finnegans wake,4
Oblivious ,unaware,2
Foul-tasting ,rancid,4
"Feta, for example",cheese,1
Structure for hangings ,gallows,1
Besmirched ,grimy,8
Powerful ,strong,2
Military bugle call at funerals and sunset ,last post,1
An examination of accounts ,audit,1
Having a bad smell ,malodorous,2
Cereal crop ,wheat,1
Lacking in beauty ,ugly,6
Reeds for roof,thatch,2
Devil ,satan,1
Mature ,adult,1
Royal residence ,palace,1
Opposite of acid ,alkali,1
Bright and sparkling ,brilliant,6
Large groups of fish,shoals,4
