CLUE,ANS,POS
London rail terminus ,kings cross,3
Calculate approximately ,estimate,1
Be in accord,agree,2
Hungarian stew ,goulash,4
Breastbone ,sternum,3
Aperture or opportunity ,opening,6
Direction of the rising sun ,east,1
Crown or headband as sign of sovereignty ,diadem,9
The defendant ,accused,1
Put up with ,tolerate,11
Distance from equator measured in degrees ,latitude,1
Fluid collected by bees ,nectar,1
Slyness ,stealth,4
Improvement in quality ,enhancement,1
Good enough ,adequate,1
Economical -- rubbishy ,cheap,3
Fragrance,aroma,1
Old ,ancient,11
