CLUE,ANS,POS
Lady with guests,hostess,2
Driver of carriage ,coachman,1
Large spade ,shovel,1
Hearing for an actor ,audition,1
State of southwest US ,arizona,2
Made a Sir ,knighted,1
Shockingly unacceptable ,disgraceful,5
Fellow worker ,colleague,2
Bushy-tailed rodent ,squirrel,1
An organised massacre of Jews ,pogrom,3
Gruesome ,macabre,2
City in Texas - all sad (anag) ,dallas,2
"Barely, hardly ",scarcely,3
Subject matter ,theme,3
Major world religion ,islam,2
Uprising ,rebellion,2
Thin mortar for filling building joints etc,grout,2
Illness ,sickness,2
