CLUE,ANS,POS
Cultivated plot of ground ,garden,3
Welsh dog ,corgi,3
Irish county - Lincolnshire market town,louth,16
Waterway ,canal,5
Island country in the Persian Gulf ,bahrain,1
Monkey - factor in blood ,rhesus,1
Cuppa brewer ,teapot,1
Chaser of criminals for reward ,bounty hunter,1
Bring to a close ,end,2
Type of savoury tart ,quiche,1
Head of US company - tried pens (anag) ,president,4
Vocalist ,singer,1
Job ,occupation,2
Act imposed for sin ,penance,1
Perceive,notice,6
"Put down, degrade (6). ",demean,8
Ungenerous,stingy,1
Rotate ,spin,1
Forbearing ,tolerant,4
Historic area of France once part of Aquitaine ,poitou,2
Rainwater channel,gutter,1
Of dogs,canine,5
Price of passage ,fare,2
"Hat, for a country-and-western singer perhaps",stetson,1
Outline drawing ,sketch,1
Drink ,beverage,1
Abraham's wife (OT) ,sarah,1
Power of creative thought ,imagination,1
End of day ,sunset,3
