CLUE,ANS,POS,FOUND IN
This doctor deals in political publicity ,spin,12,Political Spin Doctor
Pig's foot ,trotter,10,Hog's trotter
Like a teddy bear? ,cuddly,1,Soft and cuddly
1939 Greta Garbo film ,ninotchka,1,"The confusion might stem from her famous movie release that year: ""Ninotchka"" (1939), but she starred in it at the end of her acting career, not during its production which started a bit earlier"
Native inhabitants of Greenland,inuits,3,Greenlandic Inuits
Cloak; headland ,cape,3,"Cape: Similar to a headland but larger, often with more pronounced features such as cliffs or steep slopes."
Wooden pin ,peg,6,Birch peg
Traverse ,cross,1,Cross a path
City of northern Italy ,milan,19,"Varese (partially in the north region, close to Milan)"
Social insect ,ant,2,"Ant: Famous for their highly organized colonies, division of labor, and resource sharing."
Simple way to secure two rope ends,reef knot,3,"Make a square knot (reef knot): Cross the right end over the left, then under it; cross the now-top end over the new bottom end, followed by an underpass; repeat this sequence to securely join both ends."
"Franz . . . . ., 19th century Hungarian composer and pianist ",liszt,2,Liszt - also an influential Hungarian composer and virtuoso pianist of that time
"Bag, pouch; cyst ",sac,1,Sack (for general storage purposes)
Adhere ,stick,4,Stick strictly to guidelines
Cleric ranking just below a priest in Christian churches,deacon,1,"Deacons serve as an extension of the priests' ministry and are often involved in various church-related duties such as assisting with liturgical services, charitable works, and pastoral care"
Garden implement ,rake,3,"Rake: A tool with multiple thin tines joined together at their ends by a single piece of metal (or wooden) that is used to gather or smooth out soil, leaves, or debris in the garden."
Sore ,painful,4,Painfully tender
