CLUE,ANS,POS
Staggering ,reeling,9
Food for queen and larvae ,royal jelly,1
Keep back ,withhold,1
Betrayal of a trust ,treachery,14
The smaller of two ,lesser,14
"Hard to pin down, slippery ",elusive,1
Pulled along roughly ,dragged,1
Patron or backer ,sponsor,4
Solid - business ,firm,5
Shore ,coast,1
Knee-cap ,patella,1
A clairvoyant ,seer,15
Prophet ,oracle,2
Official ban on trade ,embargo,1
Cry like a wolf,howl,1
"- Campbell, model ",naomi,1
Chess piece ,knight,2
A one-storey dwelling house ,bungalow,1
Tribe ,clan,6
Port city of Poland ,gdansk,3
Alcoholic drink without a mixer,neat,1
Eye inflammation ,iritis,8
