CLUE,ANS,POS
Set of rungs ,ladder,2
Circus MC ,ringmaster,1
"Fuse, combine",coalesce,7
Page or foliage ,leaf,1
Motherly ,maternal,9
Unoccupied or not in use,idle,3
"Acute viral disease, technical name variola",smallpox,1
Room warmer ,heater,10
Spring hoax victim ,april fool,1
This moment ,now,5
European country,france,1
Soundless ,silent,2
"Part, share ",portion,2
Strong building material ,concrete,1
Alone ,unaccompanied,4
Picture,image,2
One of the living dead ,zombie,2
Group of players ,team,1
