CLUE,ANS,POS
Professional misconduct,malpractice,11
Ancient two-handled jar ,amphora,1
One wearing clothing typical of the opposite sex ,cross-dresser,1
State of being held prisoner ,captivity,11
Area of land feeding one river ,drainage basin,5
Brilliant - dazzling,scintillating,10
Waterhole; healthy ,well,3
Underneath ,below,2
Nothingness ,nullity,9
Very black ,inky,1
Group of things that belong together ,set,16
Anticipate ,foresee,2
World War I battlefield,ypres,4
Idle wanderer ,vagabond,2
Small leaflet ,pamphlet,3
Groups or witches ,covens,13
Gesture expressing unconcern,shrug,1
First woman ,eve,1
Sports or entertainment venue ,arena,1
