CLUE,ANS,POS
Monstrous creature ,behemoth,1
Baby's plaything,rattle,1
Foreign (from outer space?),alien,1
Keenness for food ,appetite,5
Roman goddess of the hunt ,diana,1
"Bold, audacious ",daring,2
Immature form of an insect ,nymph,2
Tidy ,neat,2
Luscious ,delectable,6
Politically-inspired murder ,assassination,1
Refusal to accept an unpalatable truth ,denial,1
Altered ,adapted,3
Entrap ,snare,6
"Southern German state, famous for its beer ",bavaria,1
Perfect for the purpose ,ideal,1
Comfy seat ,armchair,1
New York City borough,brooklyn,2
