CLUE,ANS,POS
Raise ,elevate,2
Green public spaces ,gardens,2
"Beginning, start ",outset,19
Discolorations or dirt marks ,stains,1
Greek god of the sea ,poseidon,1
A cloche (anag) - spiral cavity of the inner ear,cochlea,1
"Requires, is in want of ",needs,1
Aperture ,window,3
A monarch's spouse ,consort,1
Fermented grape juice ,wine,1
Unwell ,ill,3
Hitchcock film ,the birds,4
Lends a hand ,assists,1
Foe,enemy,2
Moroccan stew cooked in a pot with a conical lid ,tagine,1
Adversary ,opponent,1
Oblivious ,unaware,1
"- Blyton, children's writer ",enid,2
"Brought up, nurtured ",reared,2
"American state, capital Montgomery ",alabama,1
"Surreptitious, furtive ",stealthy,1
"Plead, implore ",beg,4
Bursar ,treasurer,3
Tenth month,october,1
"Metal, symbol Cr ",chromium,1
"Awful, dreadful ",terrible,4
One who sells betting advice ,tipster,14
Spanish wine cocktail ,sangria,1
Wordy ,verbose,3
(In medicine) an alcoholic solution of a drug ,tincture,1
Small mound from burrowing ,molehill,3
Town in Surrey ,woking,1
