CLUE,ANS,POS,FOUND IN
Note equivalent to four crotchets ,semibreve,4,Semibreve (symbol: 𝄽) or whole note equivalent (four crotchets)
Send on; football player ,forward,2,Forward runner
Celebrity,star,6,A-list star
"Cabbage, sprouts etc ",greens,12,Spinacia oleracea (different types of spinach which includes the leafy greens that we often think of as sprouts)
A brainwave?,idea,13,Ideation burst
Sudden seizure of power ,coup,1,Coup d'état
Amphibian - a Ken Livingstone pet?,newt,4,"Newt (shortened form for newt, a small amphibian)"
Blow air through (grain) to remove chaff ,winnow,2,Winnowing
Newspaper with half-size pages ,tabloid,2,Tabloid format
Hard iron alloy ,steel,1,Carbon steel
