CLUE,ANS,POS,FOUND IN
It carries genetic information ,dna,1,DNA (Deoxyribonucleic Acid)
'Goldfinger' author ,ian fleming,1,"Ian - A common first name, referring to the author Ian Fleming who wrote the ""James Bond"" series featuring Goldfinger."
Child's plaything ,toy,6,Toy car
Young deer ,fawn,1,"Fawn - A young deer, usually under one year old."
Arthur's sorcerer ,merlin,1,"Merlin - The most famous sorcerer associated with King Arthur, serving as his advisor and mentor."
Ancient Greek town with 21 ,delphi,1,"Delphi - Famous ancient Greek city-state, known for its Oracle and significant historical importance."
Ancestor ,forebear,18,Ancient forebearer
Area of bad housing ,slum,2,Slums
Sombre colour,grey,2,Charcoal - A deep greyish-black color reminiscent of burnt coal or charcoal.
Doorpost ,jamb,17,Jamb stop
Repair ,mend,1,Mending
Unwrinkled ,smooth,2,Smoothed out
"Modify, correct ",amend,1,"Amend - to make minor changes or corrections to (a law, contract, etc.)"
"British agent associated with Burgess, MacLean ",philby,1,"Kim Philby - A high-ranking member of British intelligence who is notoriously known as one of the Cambridge Five spy ring, including Burgess and Maclean."
Egyptian port and canal ,suez,2,Port Said - A modern Egyptian port located at the northern extremity of the Suez Canal.
Impenetrable mist ,fog,1,Foggy
Legal summons ,writ,11,Writ of Execution
Fleshy part of the ear ,lobe,19,Earlobe
Over the moon ,ecstatic,2,"Ecstatic - extremely happy, excited, or enthusiastic"
Jaffa-bearing growth ,orange tree,1,Orange Trees
