CLUE,ANS,POS
Lady with guests,hostess,1
Driver of carriage ,coachman,5
Hearing for an actor ,audition,1
Highest mountain in Wales ,snowdon,1
They act for others ,agents,2
Chop with an axe ,hew,6
Oesophagus ,gullet,2
Shockingly unacceptable ,disgraceful,8
Easing (of pain) ,alleviation,6
Fellow worker ,colleague,1
Bird of prey ,owl,4
Bushy-tailed rodent ,squirrel,1
Gruesome ,macabre,6
Talisman ,amulet,1
Ill-suited ,unfit,4
"Barely, hardly ",scarcely,4
Major world religion ,islam,2
Uprising ,rebellion,1
Firm and confident ,assertive,2
Worn away by weather ,eroded,1
Go down ,descend,1
Man-made lake of stored water ,reservoir,1
Deceived ,duped,3
Indecent ,obscene,5
Practised for public performance,rehearsed,1
Large bivalve ,clam,4
Garments ,clothing,1
Smoking accessory,lighter,1
Deduce,infer,1
Its capital is Sofia ,bulgaria,1
One of the Seven Dwarfs,grumpy,2
School furniture item ,desk,1
Dawn ,sunrise,1
