CLUE,ANS,POS,FOUND IN
Analysed ,examined,1,Thoroughly examined
Mass of bubbles ,froth,3,Froth mass
Indonesian dish ,satay,7,Satay de sangkakas
Pencil/cigarette remnant ,stub,3,Cigarette stub
Military training ,drill,1,Drill sergeant
Honey producer ,bee,2,Beekeeper
"Conduct business, negotiate ",transact,9,Transaction
The peninsula containing Spain and Portugal ,iberia,1,Iberian Peninsula
Careful use (of a resource) ,conservation,3,Thoughtful conservation
Doctor's temporary replacement ,locum,1,Locum tenens
Prepare (material) for publishing ,edit,1,Editing
A cutter and engraver of gems ,lapidary,3,Lapidary artist
"Person cutting (wood, say) with blows",hewer,11,Hewer (one who hews or cuts wood)
Preserve made with citrus fruits ,marmalade,2,Lemon marmalade
Regard as likely to happen ,expect,5,Expectation
