CLUE,ANS,POS,FOUND IN
Cavity in head ,sinus,1,Sinusitis
"'-' Marciano, US boxer ",rocky,2,Rocky-Marciano
Promise or pawn ,pledge,5,Pledge (Both can be pledged or used to secure an agreement)
Adhesive ,glue,2,Gluey
Loathes and detests ,abhors,2,Abhors (loathes is often synonymous with abhor)
Exhales sadly ,sighs,1,Sighs deeply
Any plane figure with straight sides ,polygon,14,Kite-shaped polygon
CS Lewis' fictional realm,narnia,1,Narnia 
Church's policy ,doctrine,3,Doctrine Formulation: The process of developing belief systems and teachings within the church.
Froth ,suds,5,Sodium laureth sulfate (common chemical in soaps causing suds)
Disease of pigs ,swine fever,3,Classical swine fever
Period learning a trade ,apprenticeship,1,"If we were to correct and interpret this possibly as ""Learning a trade during a specific period"" or perhaps more likely ""Trade apprenticeship duration,"" here are 20 words associated with that theme:"
Bird used in falconry ,goshawk,14,Accipiter gentilis (Northern Goshawk)
Small people ,children,5,Shorty or shorties colloquially for children
Someone from north of the border? ,scot,12,"Bluenose (a famous fishing schooner from Nova Scotia, often associated with Canadian pride)."
