CLUE,ANS,POS,FOUND IN
Move unsteadily (like a jelly?),wobble,13,"Drunkard's gait (if intoxicated, but can describe the wobble like jelly)"
"""Dutch"" tree",elm,18,"Elm (Ulmus spp., with species native and common in European regions including the Netherlands)"
Surpass - overshadow - excel,outdo,18,Outdo the rest
Famous person's signature,autograph,19,Abraham Lincoln's autograph (as a historical reference)
Long-winded ,prolix,1,Prolixity
The art of growing ornamental dwarfed plants ,bonsai,3,Bonsai craftsmanship
(Usually) fizzy drink ,lemonade,12,Fizzy lemonade
Group of clubs; about three miles ,league,2,Elite club league
Mammal such as sloth or anteater ,edentate,3,"Edentate (relating to toothless mammals, such as sloths)"
Spread; improvise (jazz) ,jam,10,Jams (improv sessions)
Chair of the monarch ,throne,5,Throne occupant
Admission ,entry,2,Entryway
Sea between Italy and former Yugoslavia ,adriatic,1,Adriatic Gulf
100 years ,century,3,Century's end
Interval of quiet,lull,5,Lulling stillness
'More . . . . . less speed' ,haste,13,Haste reduced by factor
Ornament with slightly raised pattern,emboss,1,Embossed
