CLUE,ANS,POS
"Benign, innocuous ",harmless,1
Printer's medium ,ink,1
Begin ,commence,3
Tennis bat ,racquet,1
"Different, diverse ",varied,5
Handcart that holds groceries etc while shopping,trolley,3
College administrator ,dean,1
Female relative ,aunt,4
"Get bearings, become accustomed to situation ",orientate,1
Reflecting glass ,mirror,1
Experiment ,trial and error,5
New town in County Durham ,peterlee,14
Young sheep ,lamb,1
Overturn or unsettle ,upset,1
Financial gain ,income,4
Legal order ,writ,13
Covering of tree trunk,bark,1
First name of Disney's Duck ,donald,4
