CLUE,ANS,POS,FOUND IN
Mollycoddle ,pamper,5,Excessively pampered
"Reasonable, logical ",rational,3,Rational thought
Sound of pain or despair ,groan,3,Groans of suffering
Playing card,ace,4,Face
Mass of cells formed by bees ,honeycomb,7,Honeycomb sectors
Greek goddess of peace ,irene,1,Eirene
Wander about,roam,1,Roaming
Port in Brittany ,brest,3,Brest Naval Base
Musical speed ,tempo,10,"Mezzo-piano (moderately soft, can imply a slower tempo)"
Sheer or very good ,fine,46,"Define ""the whole nine yards"" and illustrate with a situation where this phrase would be appropriate to use."
Spoken test,oral,2,Oral communication
Near the ground ,low,6,Below average height
"Bottles with stoppers, for serving wine or water ",decanters,6,Wine decanters
Shape produced by curve that crosses itself ,loop,4,Self-intersecting loop
Warm and cosy ,snug,2,Snuggly blanket
Cock ,rooster,1,Rooster tail
Over and above ,extra,10,Extra features
Distance north or south of the equator ,latitude,7,Subtropical latitudes (both N and S)
"Piece of crockery, maybe flying ",saucer,1,Flying saucer
"'Seasonal wind in southern Asia, brings heavy rains (7)' ",monsoon,1,Southwest Monsoon
Reek ,stink,6,Stinky
