CLUE,ANS,POS
Clapping ,applause,1
Allocates a task ,assigns,4
Infantile,babyish,11
Assert one's right to,claim,1
Zodiac sign ,aquarius,11
Men whose wives have died ,widowers,1
Window in  a roof ,skylight,1
Island mostly north of the Arctic circle,greenland,1
Obscured or unclear ,veiled,2
Immeasurably bad ,abysmal,1
Medical institutions ,hospitals,2
Breed of antelope ,impala,2
(Of snow) melt ,thaw,1
Loss of memory ,amnesia,2
"Beliefs, dogmas ",tenets,6
Small African nocturnal primate with large eyes,bushbaby,5
Baseless ,unfounded,2
Seat of a monarch ,throne,1
Member of police force ,officer,1
Affectedly polite and refined ,genteel,2
