CLUE,ANS,POS,FOUND IN
Wheedle - coax,cajole,2,Cajole gently
Obligation ,duty,5,Duty-bound
Sporting missile,discus,15,Sports discus
"Comfort, rest ",ease,6,At ease
Delight; magical object ,charm,3,Arcane charm
Standard score for golfers ,par,5,Par adjustment
Extremely earnest ,intense,6,Intensely sincere
Moose ,elk,7,Elk's cousin (often confused with)
Radio interference ,static,7,Background static
Genuine ,sincere,19,Sincere intentions
Abusive harangue ,diatribe,2,Scathing diatribe
Snooker stick ,cue,1,Cue stick
Record ,tape,9,Taped
Weather ,climate,5,Perfect climate
Specialised language,jargon,1,Technical jargon
Skating venue ,rink,1,Ice rink
Happen again ,recur,2,Recurrent event
First performance ,premiere,6,Unveiling premiere
