CLUE,ANS,POS,FOUND IN
Remains of tree - puzzle ,stump,13,Tree stumps and roots
Analgesic drug ,codeine,17,Codeine (opioid pain reliever)
Monarch ,queen,1,"Queen: In historical contexts, a monarch is often referred to as a queen in relation to her kingdom or realm."
"They're from Limassol, say ",cypriots,20,"Individuals associated with Limassol: This term is more inclusive and focuses on an individual's connection to Limassol, whether through birth, residence, or other forms of association without necessarily implying that they are native-born Cypriots."
Facade ,frontage,7,Illusionary frontage
Aromatic plant,herb,3,Herbaceous
Rubbish dropped ,litter,3,Junk or litter
Give satisfaction ,please,9,Pleased
Grinding tooth ,molar,6,Weariness in molars
Former institute of correction for youngsters,borstal,6,Borstals (historical reference to youth facilities in the UK)
Part of finger ,nail,1,Nailbed
Oration,speech,1,Speech-making
Male relatives ,uncles,7,Uncles (maternal or paternal)
Very thin variety of paper,onionskin,9,Glossy onionskin
Reinstate ,restore,1,Restored
Cessation of hostilities to allow peace talks ,truce,1,Truce negotiations
Normal ,usual,8,Usually found
Wicked giant ,ogre,6,Mighty ogre (in mythology)
