CLUE,ANS,POS,FOUND IN
Cowboy film ,western,1,Westerns
Giver ,donor,6,Charitable donor
Male bird ,cock,4,Peacock display
Became motionless ,froze,1,Frozen in place
Largest city in Nebraska ,omaha,2,"An actual city where hunger might be an issue, such as Omaha (based on socioeconomic factors), although this interpretation would usually require a more specific clue to connect it directly with the term ""Left Hungry."""
- - dish (science) ,petri,13,Petri dish (specific to biology or microbiology)
The present time ,today,6,Today's world
It is better than cure,prevention,16,An ounce of prevention
Type of window in roof,dormer,3,Dormer window
Special right ,privilege,2,Privilege granted by law
Route ,road,17,Connecting road
Shape of a spring ,spiral,8,Spirally shaped
Two squared ,four,1,Four-square game
Hades ,hell,9,Hellenic death deity
Large boiling pot,cauldron,1,Full-sized cauldron
Sale of goods ,retail,9,Distributor-retailer relationship
Aqualung ,scuba,7,Scuba gear accessory
