CLUE,ANS,POS
Party - hit,bash,1
"Clothing, apparel",attire,2
Agra tourist attraction ,taj mahal,1
Pay a quick informal visit,pop in,1
Self-satisfied ,smug,2
Widespread killing ,massacre,8
"Make out, distinguish by eye ",discern,1
Arrow maker ,fletcher,1
Decisions of courts on issues of fact or law ,findings,6
They're smaller than towns ,villages,1
Desiccating ,drying,2
Lively Parisian dance ,cancan,2
Inuit abode,igloo,1
Elevate ,raise,1
Dead ,extinct,11
"Of one from Warsaw, say ",polish,3
Home loan ,mortgage,1
Bright and warm ,sunny,2
Patois ,dialect,2
Aviators ,pilots,1
Warning of danger ,alert,1
Pleasure seeker ,hedonist,1
Take small bites from ,nibble,1
Parliament's bell ,big ben,1
