CLUE,ANS,POS,FOUND IN
Fresh and bright ,vivid,15,Vivid sunrise (metaphorical for a bright start to the day)
Tristan and . . . . . . (Wager opera) ,isolde,1,Tristan und Isolde
Unhealthy vapour,miasma,2,Foul miasma
Busy; employed ,engaged,2,Engaged in work
Compound such as found in petroleum ,hydrocarbon,1,"Alkanes: These are saturated hydrocarbons with single carbon-to-carbon bonds, which include a variety of compounds like methane, ethane, propane, etc., and they serve as the fundamental building blocks for more complex petroleum derivatives."
Soil ,earth,1,Earthy texture
Slumbering ,asleep,2,Asleep at the wheel
Marine mammal with ivory tusks and a moustache ,walrus,2,Walrus (noted for its prominent tusks and mustache-like facial vibrissae or whiskers)
Freshwater mammals ,otters,4,"River otters (Lontra longicaudis or Lutra lutra): aquatic mammals primarily found in North America and Eurasia near rivers, lakes, and estuaries."
Big squash ,pumpkin,2,Massive pumpkin
Like a monkey ,simian,4,Simian features
Poached item?,egg,1,Eggs
Hello and goodbye to the Italians ,ciao,3,Ciao amici - Friends hello/goodbye
Beer ,ale,6,Ale lover's delight
Terpsichorean exercise,dancing,4,Dancing en pointe or demi-pointe
Cholesterol-reducing drug ,statin,1,Statins
Gratify,please,4,Pleased
Uncertainty ,doubt,1,Doubtful
