CLUE,ANS,POS
Therefore ,hence,5
Comparable (to) ,analogous,1
One without mother or father ,orphan,1
A conductor wields it ,baton,1
Pamphlet giving information ,leaflet,5
Harsh ,severe,2
Individual unit in a list ,item,1
Land jutting into sea ,point,5
Make young again ,rejuvenate,1
Provisional divorce,decree nisi,21
Corkscrew shape ,spiral,2
Job favouritism shown to relatives ,nepotism,1
"Sudden, short attack ",raid,15
Uppermost point ,apex,4
In danger ,at risk,3
A fool being cool and remote ,aloof,1
Interfere ,meddle,2
Loafer ,idler,4
Hole for e.g. coin ,slot,1
