CLUE,ANS,POS
Culinary herb ,thyme,3
One bringing charges ,accuser,1
Cymru ,wales,1
Underside,bottom,1
"Feigns, dissembles ",pretends,6
One that eats everything ,omnivore,1
Guard ,sentry,3
Painful heart condition ,angina,1
European river ,danube,1
Articulate ,eloquent,3
Unchanging in pitch ,monotone,7
Iran's capital ,tehran,1
Temporarily inactive ,dormant,1
Lived ,existed,4
Take out ,extract,1
Irish lakes or arms of the sea ,loughs,1
"Put to death or carry out, say plan ",execute,1
Severe flood ,deluge,2
"Detested, loathed ",abhorred,3
Thick liquid that doesn't dissolve in water ,oil,2
Rare ,uncommon,1
Sanskrit treatise on the art of love,kama sutra,1
Flat raised land ,plateau,1
Burial chamber ,tomb,1
"Wheedle, coax ",cajole,4
Recovery of youth,rejuvenation,1
Gun ,firearm,1
Rebirth in a new body ,reincarnation,2
Bring back into good condition ,rehabilitate,16
