CLUE,ANS,POS,FOUND IN
Ban ,outlaw,9,Outlawing
Living in trees ,arboreal,1,Arboreal dwelling
Author of Lady Chatterley's Lover,lawrence,3,Pinkie Renton (Lawrence's pseudonym)
Harmful,noxious,17,Noxious (can refer to harm through pollution or substances)
"Southern African kingdom, capital Mbabane ",swaziland,1,"The actual capital of Swaziland/Eswatini is Lobamba, where the royal family resides and administrative work takes place; however, Mbabane serves as the legislative capital where parliament meets."
West African country ,ghana,9,Ghana (historically part of West Africa under colonial rule)
Plait of hair at back of head ,pigtail,12,Pigtail (each side if separated into two sections)
Ancient Greek with weak heel ,achilles,3,Achilles' heel (the term derived from the myth of Achilles)
Fall down ,tumble,6,Tumbled
Determined attempt ,effort,1,Persistent effort
Chances ,odds,13,Favorable odds
