CLUE,ANS,POS
Large property ,estate,1
Affection,warmth,6
Heavenly,celestial,1
Loose casual trousers,slacks,10
Living ,alive,1
Entertains ,amuses,1
Gross mistake,blunder,2
Kinship between women ,sisterhood,1
Faces (sl.) ,mugs,11
Interlace strands of material ,weave,2
Criminal deception,fraud,3
Makes a speech ,orates,8
Local dignitary ,mayor,1
Pass away ,perish,3
As one,together,1
Without anxiety or responsibilities ,carefree,1
Put back together again ,reassembled,1
Retail outlet,shop,2
Covert ,stealthy,1
Discourage ,deter,1
Cold meal ,salad,1
Early artilleryman ,cannoneer,14
