CLUE,ANS,POS,FOUND IN
Kingdom ,realm,1,Sovereign realm
Kind of small trout - burn it black ,char,1,Minnow-sized char
Tolerate,bear,4,Bearable
Break loose - flight,escape,2,Skybound escape
Escape route ,egress,2,Egress point
Sea-creature resembling tortoise ,turtle,5,Leathery sea turtle
Carry ,bear,1,Load-bearing
Prolong ,protract,7,Protracted length
Rosemary perhaps ,herb,1,Rosemary herb
Indian city ,delhi,3,New Delhi
Immature insect ,larva,1,Larvae
Female peer ,lady,2,Lady friend
Mad dog disease ,rabies,13,Encephalitis canis (though more specifically related to rabies)
Find - remnant of something,trace,5,Traces
Gala ,carnival,17,Carnival celebration (if referring to a cultural or seasonal event)
Relating to vision ,optic,7,Optics
Sound of someone walking ,footfall,15,Footfall resonance
Appends ,adds,1,Adds easily accessible resources
Take part in contest,compete,19,On deck (slang for being ready or available to compete)
Ovum ,egg,1,Egg cell
(Of duck) moving bill in water while feeding ,dabbling,7,Tactile dabbling
Five-cent coin (US) ,nickel,1,Nickel piece
Allowed to enter ,admitted,8,Admitted person
"Wear away by rubbing, scrape ",abrade,20,Abraded surface
"Diamonds, rubies, sapphires etc ",jewels,9,Priceless jewels
Prohibitions buy custom or religion ,taboos,7,Religious taboos
Walk arrogantly ,swagger,2,Swaggering
American region of religious fundamentalism ,bible belt,1,The Bible Belt
Balkan country,macedonia,6,"Macedonia (North Macedonia, formerly known as the Republic of Macedonia)"
Very strong wind ,gale,1,Gale force
Equipment ,kit,18,Field kit
Boy ,lad,1,Young lad
