CLUE,ANS,POS
"Reassurance, cheer ",encouragement,18
Actual ,real,2
Place of worship ,chapel,12
Principal actor in a film ,star,2
Lubricating pump ,grease gun,6
Melancholy ,blue,8
Soon: in an abbreviated manner,shortly,2
Infuriating ,exasperating,6
Element in diamonds ,carbon,1
Cultivated grass,lawn,1
Specialist in diseases of women ,gynaecologist,1
Peak,apex,3
"Of soldier, illegally absent - initially ",awol,1
Steal the strangely fit people ,athletes,1
"Curt, terse ",laconic,7
Specifications by which something may be assessed ,standards,2
Rod used for punishment ,cane,6
River of western Scotland ,clyde,3
Unit of data ,byte,1
Small whirlpools ,eddies,2
Comfort ,ease,7
Ten year period ,decade,1
Arrive at ,reach,5
