CLUE,ANS,POS
Ban ,outlaw,3
Living in trees ,arboreal,1
Cheap substitute or imitation ,ersatz,15
Plenty,ample,3
Assistance ,aid,3
Language widespread in East Africa ,swahili,1
Case for a sword ,scabbard,2
Lustrous fabric ,damask,6
The 50th state ,hawaii,1
Computer screen symbols ,icons,1
Mortuary ,morgue,3
Clean and orderly ,tidy,1
West African country ,ghana,1
Parvenu ,upstart,3
Pirates' flag ,jolly roger,1
Gifts ,presents,1
Brought back to original condition ,restored,1
Fall down ,tumble,1
River in central Italy ,arno,2
Determined attempt ,effort,1
Earth (Latin) ,terra,1
Comparable ,similar,1
Musical drama ,opera,1
Seat on horse or bike,saddle,1
Heavenly being ,angel,1
Chances ,odds,7
Very unkind,cruel,2
Eructate,burp,1
"Depend, bank",rely,1
Great happiness and exhilaration ,euphoria,3
Soapy froth ,lather,1
Pieces of turf dislodged by golf clubs ,divots,1
Plummet ,fall,11
Maritime ,nautical,2
Coax (into) ,cajole,12
Younger or lower in rank ,junior,1
Edible entrails,offal,2
Influenced or touched by an external factor ,affected,1
In a chair ,seated,1
Pot for ashes ,urn,1
Bring in to the country ,import,1
Fairly large,ample,10
Delilah's strong man ,samson,1
Early bedtime enforced by military ,curfew,1
Hearth goddess; a match ,vesta,1
Gulf state ,qatar,1
Body that revolves around or serves another ,satellite,1
Throw (dice) ,roll,1
Illness ,malady,4
Prudent,careful,4
