CLUE,ANS,POS,FOUND IN
Stick (to) ,adhere,1,Adherent
Correspondent ,journalist,11,Journalist's peer
Woodland animal -- pester,badger,13,Badger (can be bothersome due to their burrowing habits)
Dog -- tooth,canine,1,Canine molar
Pocket for a watch ,fob,3,Fob or fobwatch
View ,look,13,Far-reaching outlook
Black leopard ,panther,1,Panthera pardus melanochaita
Ring-shaped ,circular,4,Circular band
Fine-bladed sword,rapier,14,Rapier (known for its thin and sharp blade)
"Skill, cunning ",craft,8,Crafty
Food flavourings from Pisces ,spices,18,Ocean-sourced spices
Tradition - rate of consumption,usage,1,Usage frequency
Pacifist leader during India's struggle for independence ,gandhi,1,Mahatma Gandhi
