CLUE,ANS,POS,FOUND IN
Muse of epic poetry ,calliope,16,Muse Calliope (inspiration) - Goddess of epic poetry in Greek mythology; often invoked as a source of inspiration for poets
Quantity of unfinished work ,backlog,4,Backlogged projects
Pot and drum ,kettle,2,Canteen + Kettledrum
Dwellings ,homes,4,Homestead
Family ,kin,2,Kinfolk
Polish composer of much piano music ,chopin,1,"Frédéric Chopin: Renowned for his expressive, technically demanding compositions and virtuosic piano works such as nocturnes, polonaises, and études."
Film ,movie,2,Movie theater experience
Agreement ,accord,4,Accordant
Juvenile,teenage,1,"Young person, specifically an adolescent or teenager"
Raised narrow pathways for models to display clothes ,catwalks,5,Display catwalks
Blizzard,snowstorm,2,Heavy snowstorm
eg the Scillies ,isles,1,Seascape of the Isles off Cornwall's coast
