CLUE,ANS,POS
Towards (river's) source ,upstream,1
Herring's smaller relative,sprat,3
Bad smell,stench,1
Eaters of a meal ,diners,1
Curls or tendrils ,ringlets,1
Old two-bob bit ,florin,2
Hanging down ,pendent,3
Pertaining to sight ,visual,1
Conceal ,hide,1
Mythical giant ,titan,10
Declared to be untrue ,denied,3
Lacking strength,weak,1
Scribe ,writer,1
Suitability ,aptness,6
"Insubstantial, other-worldly",ethereal,1
Sign (cheque) on back ,endorse,1
Jewish republic ,israel,1
Wizardry,magic,1
Cook in an oven ,bake,1
Equips for war ,arms,1
