CLUE,ANS,POS
Food for queen and larvae ,royal jelly,4
Internal framework ,skeleton,1
Keep back ,withhold,13
Highly skilled musician ,virtuoso,1
Long heroic story ,saga,2
Betrayal of a trust ,treachery,1
Manipulate; manage ,handle,7
Descend vertical slope using rope ,abseil,4
The smaller of two ,lesser,1
"Hard to pin down, slippery ",elusive,2
Pulled along roughly ,dragged,2
Remove hair (which could be narrow) ,shave,6
First ,initial,1
Patron or backer ,sponsor,1
In reserve; remark ,aside,6
Solid - business ,firm,2
Coin as opposed to paper money  ,specie,4
Shore ,coast,2
Low dam ,weir,1
Brute ,beast,1
Knee-cap ,patella,1
A clairvoyant ,seer,1
Prophet ,oracle,3
Official ban on trade ,embargo,1
Cry like a wolf,howl,1
Wide area ,expanse,1
Chess piece ,knight,2
Xylophone-like instr. ,marimba,5
Strum monotonously ,thrum,14
A one-storey dwelling house ,bungalow,1
Tribe ,clan,1
Port city of Poland ,gdansk,1
Eye inflammation ,iritis,4
Doctor Who's machine ,tardis,1
Areas for target practice ,ranges,1
