CLUE,ANS,POS,FOUND IN
Quick photo ,snapshot,2,Snapshotted
Fishing boat; vagrant,drifter,8,Dockside drifter
Long thin flag ,streamer,4,Narrow streamer
Follower of Haile Selassie ,rasta,4,Rastafarian devotee
Regular salary ,stipend,11,Regular stipend
Announce ,proclaim,2,Proclaim openly
Period of history ,age,3,Middle Ages
Fusillade ,salvo,5,Salvo of firearms
Sir Arthur Conan -- ,doyle,14,"Famous writer, Arthur Conan Doyle"
Cut of meat from between rib and haunch ,loin,1,Pork loin chop
Agreement ,harmony,9,In harmony with
Draught of medicine ,potion,14,Soothing potion
Official procedure ,protocol,3,Authorized protocols
Large army guns ,artillery,1,Heavy artillery
Threefold ,triple,1,Triple-layered
Memo ,note,7,Communication note
Church residence ,vicarage,16,"Vicarage (though typically a house for a vicar, not always strictly a 'residence')"
Be there ,attend,2,In attendance
Give assent ,concur,9,Concurrence
"Guarantee, promise ",assure,1,Assuredly
