CLUE,ANS,POS
Tail end ,rump,9
German tank ,panzer,1
Particles of stone/sand ,grit,8
Wide-flared trousers ,bell-bottoms,1
A group of six voices ,sextet,4
Jousting weapon ,lance,1
Tangible ,tactile,11
Moving slowly and unsteadily,lurching,3
Of flowers ,floral,3
Curved oriental sabre ,scimitar,1
Widely known and esteemed ,noted,10
Traditional Christmas stage show with Dame ,pantomime,1
"Acquire, procure",obtain,1
Friendly - type ,kind,1
Extensiveness - measure ,length,8
Put an end to; ruin ,destroy,1
"Maker of articles with metal, symbol Sn ",tinsmith,1
Maxim ,saying,19
"Haphazard, hit or miss ",random,1
Firm - building for animals ,stable,1
