CLUE,ANS,POS,FOUND IN
Tramp ,vagrant,4,Street vagrant
Animal ,creature,5,Nocturnal creature
Not at home ,away,1,Away from residence
Blunder ,err,2,Error
Not recognized ,unknown,16,Alien (metaphorical meaning: strange or unknown)
Penetrate ,pierce,2,Pierce obstacles
Keep in a certain state ,maintain,7,Maintained
Blessing or good wishes to traveller ,godspeed,7,"Godspeed, safe and sound"
Inveterate ,habitual,1,Habitual or ingrained
"Gyrate, reel ",spin,2,Spinning
Image to which people are expected to conform,stereotype,6,Cultural stereotype
Flower container,vase,3,Floral vase
(Of music) not in a key ,atonal,16,Atonal composition (in the context of atonality in music)
Blame for a crime ,accuse,1,Accused individual
Female title; panto part ,dame,3,"Dame Dooley: A nickname often associated with leading lady roles in English-speaking pantomimes, particularly when her character has an endearing and comedic nature similar to the classic ""Dame Mother"" persona."
Raucous - austere - bitter,harsh,1,Harshly strict
Short time - magical incantation ,spell,3,Minute spell
