CLUE,ANS,POS,FOUND IN
"Call upon in prayer, as for assistance ",invoke,11,Divine assistance invoked
Musical speed ,tempo,10,Tempo primo (return to original speed)
Nickname for US snake with horny segments in its tail,rattler,6,Heliconian Rattler (referring to the coral snake's colorful bands)
Child of first eight weeks in womb ,embryo,1,Primordial embryo
Near the ground ,low,2,Low altitude
"Nurse, nun or relation ",sister,4,Sister-in-law (related by marriage)
Army unit ,regiment,3,Armored regiment
Shape produced by curve that crosses itself ,loop,2,"Loop (if the self-intersecting curve forms a loop shape, such as in an ""S"" or figure-eight pattern)"
Booted out of office ,ousted,4,Ousted president
Small stem ,sprig,8,Peculiar sprig
Warm and cosy ,snug,2,Snugly warm
Cock ,rooster,4,"Rooster (male chicken, often associated with crowing and morning activities)"
(Of days) in the long distant past! ,olden,6,Olden days
Distance north or south of the equator ,latitude,12,"Boreal forests (Taiga): situated between 50°N and 70°N latitude, which is north of the equator"
Consume ,eat,1,Eating
"Piece of crockery, maybe flying ",saucer,17,Rolling saucer (if referring to a whimsical scene involving rolling objects)
Primary blue colour in printing ,cyan,18,Cyan (often confused as a primary color in digital printing but considered secondary or complementary to magenta and yellow)
"'Seasonal wind in southern Asia, brings heavy rains (7)' ",monsoon,1,Southwest monsoon
Reek ,stink,3,Stinky
