CLUE,ANS,POS,FOUND IN
Rogue - tornado,twister,1,Destructive twister
Robbed with the threat of violence ,mugged,1,Mugged at gunpoint
Stroll ,walk,11,Take a leisurely walk
Suffering of body or mind ,pain,18,Painfulness
Buildings with few partitions ,open-plan,1,Open-plan office
By word of mouth ,oral,8,Oral tradition
Event at winter Olympics,ski jump,15,Ski jumping
"Savoury appetiser, often accompanied by Champagne",canape,10,Canapelet
Small piece ,bit,2,Bite-sized
US inventor,edison,1,Thomas Edison
