CLUE,ANS,POS,FOUND IN
Tramp ,vagrant,3,Itinerant vagrant
Middle Eastern dessert ,baklava,1,"Baklava: A sweet, layered pastry made with filo dough, nuts, and honey or syrup."
Oriental ,eastern,1,Eastern-inspired design
"Clod, lump ",clump,14,Glom (slang term referring to a clump or heap but not formal dictionary entry)
Book of maps ,atlas,2,Atlas Set
Inhabit ,occupy,2,Occupy space as a dwelling or habitat
Not at home ,away,7,Away from residence
Blunder ,err,2,Error
Play ,drama,7,Dramatic display
Penetrate ,pierce,1,Pierce through
Keep in a certain state ,maintain,4,Maintained
Blessing or good wishes to traveller ,godspeed,4,Godspeed on your travels
Dealer in humans ,slave trader,3,Slave trader (historical context): Someone engaged in buying and selling individuals as slaves in the past; this is illegal in modern times.
Inveterate ,habitual,1,Habitual or ingrained: Developed over a long period due to consistent practice.
Sphere of activity ,domain,1,Area or domain of expertise
"Gyrate, reel ",spin,2,Spinning
(Of music) not in a key ,atonal,5,Atonal composition
Blame for a crime ,accuse,4,Accused
Overland journey by hunters ,safari,10,Savannah safari (when hunting)
Raucous - austere - bitter,harsh,1,"Harsh-tasting: Describing a flavor that is raucous, austere, and bitter all at once."
Short time - magical incantation ,spell,2,Brisk spell
