CLUE,ANS,POS
"Safe, free from danger ",secure,1
Fruit; reddish-purple ,plum,1
Jumping rod with a spring,pogo stick,1
Snitcher ,sneak,20
Plan of action of organisation - honesty is the best one ,policy,3
Shook,trembled,1
Looker-on ,spectator,4
Suitable ,fit,5
Small sandpiper -- fastening device ,knot,1
Hard felt hat ,bowler,6
Most furious ,angriest,1
Forced out of office ,ousted,2
US state ,illinois,13
Seventh sign of the Zodiac,libra,1
Travel instantly (sci-fi) ,teleport,2
Feeling penitent or guilty ,contrite,2
Less wet ,drier,2
Brief and to the point ,concise,1
Narrow passage in sea ,strait,1
German emperor ,kaiser,6
Resuscitation ,revival,1
Marry ,wed,1
Type of flower ,lily,2
Canvas sunshield ,awning,1
Full of exciting adventures (as costume drama) ,swashbuckling,1
Enthusiastic praise ,acclaim,2
Up to a time that ,till,2
Purist,pedant,7
West African river ,gambia,3
Tropical tree or hand part ,palm,1
Commerce ,trade,1
Craft or container ,vessel,1
