CLUE,ANS,POS,FOUND IN
Underground chapel ,crypt,10,Cryptic worship location
Prolonged public dispute,controversy,16,Ongoing controversy
Gain by work ,earn,2,Job-related earnings
Pig meat ,pork,4,Pork cuts
"Arrogant pride, from the Greek ",hubris,1,"Hubris: Derived from ancient Greek culture, hubris represented extreme arrogance or excessive self-pride leading to nemesis or downfall."
Hold affectionately ,embrace,6,Affectionate embrace
Taboo ,banned,10,Banned behavior
Of the third rank or stage ,tertiary,5,Tertiary step
Scrounge ,beg,3,Beggarly resource-seeking
Wash ,bathe,4,Bathe completely
Unhurried and relaxed,laid-back,3,Laid-back demeanor
Unpleasant coldness ,chill,1,Chilliness
