CLUE,ANS,POS
"Rich, luxurious ",opulent,2
"Graceful, refined ",elegant,1
Colour or tint ,hue,3
"One who follows a polytheistic or pre-Christian religion, but not a Jew",pagan,1
Lucky charm ,talisman,1
Devilish ,diabolical,5
Permit ,allow,1
Subject to death ,mortal,1
Taxonomic category above class ,phylum,1
Arousing attention,interesting,8
Impromptu ,off-the-cuff,12
Commercial exchange of goods and services ,trade,1
Extinct elephant ,mammoth,1
Expert in the past of painters etc ,art historian,2
New project ,enterprise,8
Avoid ,shun,3
"Wrist, arm adornment",bracelet,1
Japanese flower-arranging ,ikebana,1
Very pleased,delighted,1
(Of door) slightly open ,ajar,1
"Eg, Anglesey, Sheppey ",island,3
Nought ,zero,1
Toothsome ,tasty,2
Colossal ,titanic,6
Sweet on stick,lollipop,2
Glass tubes for measuring in a lab ,pipettes,3
