CLUE,ANS,POS,FOUND IN
Conforming to the accepted beliefs of a religion ,orthodox,1,Orthodoxy
Ship's load ,cargo,1,Cargo-laden
Warplane ,fighter,3,Fighter jet
Destructive insect,locust,31,Locust swarm annihilator (referring to devastating locust outbreaks)
"Austrian psychologist, 1870-1937",adler,1,Alfred Adler
Combat ,war,2,Warrior
"Distinguish, make out ",discern,1,Clearly discernable
"Rescue (of) ship, etc",salvage,1,Salvage operation
De-sex ,neuter,1,Neutered
Administrative body ,council,3,Governing council
Alone and unaided ,independently,19,Independently navigating challenges
Treatment using massage or exercise (colloq.) ,physio,5,Physio remedy
Prefix denoting life ,bio,1,Bio-
Corrode,eat,12,Rust-eaten
To do with or like horses ,equine,2,Equine-related
