CLUE,ANS,POS
Small barrels as for beer ,kegs,1
Insect drawn to flame ,moth,4
Arch used in croquet ,hoop,1
Assembly for discussion ,conference,3
Feel; discernment ,sense,1
Standard of perfection ,ideal,5
Salt water expanse,ocean,1
Puts forward for consideration ,suggests,2
Uncontrollable muscle contractions ,spasms,1
Home made of blocks of snow ,igloo,2
Unique designation in radio communications ,call sign,16
Curative mineral spring ,spa,1
Old cartoon sailor,popeye,1
Creator of ceramics ,potter,1
Precipitous ,steep,1
Hereditary molecule ,gene,2
String quartet instrument,cello,3
"TV's USS Enterprise, for instance ",starship,1
Colour of embarrassment? ,scarlet,3
Come to rest -- North Yorkshire market town ,settle,4
