CLUE,ANS,POS
Russian dictator ,stalin,1
Lie on surface of water,float,1
Fasteners with threaded shanks ,screws,3
Latin poet ,virgil,1
Two-hump camel ,bactrian,3
Male fertilising organ of flowering plants ,stamen,2
"With tender, nostalgic or sad feelings ",sentimental,1
Tail vertebrae ,coccyx,1
Firmly fixed or free from uncertainty ,secure,1
Flee ,escape,1
"Informally, an important person - sounds loud ",big shot,9
Winter sport ,skiing,1
Ownership ,possession,2
Lloyd Webber musical set in Argentina ,evita,1
Simple arithmetic ,addition,1
Accessible to all ,public,1
It connects points of equal air pressure ,isobar,1
Fungus used in baking ,yeast,1
Asian country ,india,3
