CLUE,ANS,POS
Flowerless plants with feathery green leaves  ,ferns,1
Serious ,grave,1
Notable ,famous,3
Indian currency ,rupee,1
Medicinal extract in a solution of alcohol,tincture,1
Physical aggression ,violence,5
Anger ,ire,8
Sit Cyril down - he's a songwriter ,lyricist,1
Boundless ,unlimited,2
Boast ,brag,1
Next to ,beside,10
The science of the earth's crust ,geology,1
Confined space for animals ,cage,3
Honest ,upright,6
Answerable ,liable,6
"'Preliminary test of how something works (5,3)' ",trial run,13
Period of time,era,1
Perform without any preparation,wing it,10
"Follow-up film, book etc",sequel,1
Small pill or lozenge ,tablet,4
Improbable ,unlikely,2
Going out with ,dating,2
Material for making inner walls,plasterboard,3
Distance from the surface to the bottom ,depth,1
Frequented by a ghost ,haunted,1
