CLUE,ANS,POS,FOUND IN
"Collie, perhaps ",sheepdog,2,"Herding instincts: As a working sheepdog, collies have been selectively bred for their exceptional ability to control livestock with minimal human intervention."
Incorporeal being ,spirit,6,Spiritual essence
"Variety of agate, used as a gemstone",onyx,20,"Onyx-agate (A type of chalcedony with small bands or layers of agate within it, creating a distinctive look)."
Fine fabric ,silk,1,"Silk: A luxurious, soft, and lustrous natural fiber obtained from the cocoons of silkworms."
Habitual worldwide traveller ,globetrotter,1,Frequent globetrotter
Japanese drama ,noh,18,Noh theater influences on set design or storytelling
Jewish meal ,seder,20,"Haggadah (book containing the text and commentaries for the Passover seder, which is read at a traditional Seder meal)"
Increase in size,grow,3,Growth
City on the Danube ,belgrade,4,"Belgrade, Serbia"
Chrysalis ,pupa,5,"Pupa phase (specific to insects like butterf Written in 1923 by Virginia Woolf and published anonymously, this essay explores the theme of women's rights and their place in society"
Consider likely to happen,expect,1,Expected outcome
Virus disease leaving pockmarks ,pox,1,Smallpox scars
Relation by marriage ,in-law,1,In-laws
Overcome; original copy ,master,6,Master over
Spoken ,oral,3,Oral expression
Bounce back ,rebound,6,Rebounding
Overprotective government deplored by Thatcher ,nanny,9,Nanny state policies
Exhibit ,show,1,Showcase
Undergarment to put in right of possession ,vest,4,Investment
State of SW US ,arizona,10,High desert country (due to Nevada and Arizona)
