CLUE,ANS,POS,FOUND IN
Animal collection ,zoo,2,Zoo collection
"Barricade, railing ",barrier,8,Safety barrier
Heap of combustible material for burning a body ,pyre,2,Funeral pyre
"Dalai . . . ., chief priest and once ruler of Tibet ",lama,3,Reincarnated lama (meaning 'holy teacher')
One or the other,either,2,Either-or
Based on logic ,rational,1,Rationality
The concluding part of a performance ,finale,5,Applause finale
Responder to question ,answerer,32,Answerer of questions  
Adhesive,glue,2,Glue-like
Rabbit burrow ,warren,1,Warrens
