CLUE,ANS,POS,FOUND IN
"Prospect, view",vista,1,"Vista - A pleasantly extensive or attractive view, especially one seen through a long, narrow opening."
"Courting, romancing ",wooing,7,Wooing - The act of courting by expressing admiration and making proposals to someone with the intent to marry.
Insincere support ,lip service,6,"Lip service - expressing support for something one does not really believe in, without taking real action."
Underground cemetery ,catacomb,1,Catacombs
Wartime safety device ,gas mask,1,Gas Mask - Protects from inhaling toxic gases during warfare.
Sea snail,whelk,5,Whelk - Marine family of predatory sea snails that includes numerous large species commonly found in coastal waters.
Of scientists involved in legal investigations,forensic,1,Forensic Scientist
Small bird; architect ,wren,3,"Wren - Small, unassuming songbirds known for their fast and complex vocalizations; often found in gardens or woodland areas."
Antelope,impala,4,Impala - One of the most recognizable antelopes in Africa due to its graceful leaps and large ears.
"-- Gwyn, mistress of Charles II ",nell,3,"Nell Gwynne - Another well-known mistress of Charles II, famous for her wit and charm."
Eye problems causing blurred vision ,cataracts,5,Cataracts (clouding of the eye's natural lens)
Spring back ,bounce,5,Bounce-back - to recover quickly after a setback or failure
Large deer ,caribou,3,Reindeer (commonly known as caribou)
Gourd fruit ,melon,7,Kozaki (Japanese watermelon)
