CLUE,ANS,POS,FOUND IN
Energy units ,calories,3,"Kilocalorie (kcal): Equivalent to 1000 calories and often referred to as a ""food calorie."" It is commonly used in nutritional contexts."
Egyptian canal ,suez,2,Suez Canal
Leave out ,omit,6,Omitting
Fortified wine ,port,15,"Port, Sherry (specific examples of fortified wines)"
Zodiac sign ,taurus,2,"Taurus: grounded, determined"
Baltic state ,estonia,3,Estonians
"Harmony, concurrence",accord,3,Accordance
Source of illumination ,light,1,Lightbulb
Paperback ,book,1,Softcover book
Be present at ,attend,2,Attendable
Forward like Christian soldiers ,onward,8,Diligently pushing onward
Chinese dynasty -- Flash Gordon's foe ,ming,1,"Ming Dynasty - The original setting for the comic strip ""Flash Gordon"" features a futuristic version of China during this era, though not directly referencing any specific villains from that time period."
Tension ,stress,1,Stressful situation
Sale of assets ,disposal,2,Disposal procedure
Bring up or stand up on hind legs ,rear,5,Rear-footed
