CLUE,ANS,POS,FOUND IN
Original New Zealanders ,maori,2,Maori forefathers
Workers' organisations ,unions,1,Labor unions
Preserve ,keep,12,Keep intact
Desert in China/Mongolia; cauliflower (Ind.) ,gobi,2,Gobi desert region
Formal dress ,attire,2,Black-tie attire
Take a pew,sit,2,Relaxed in position
Reserve specially ,earmark,4,Earmarked exclusively
Celestial body of hot gases ,star,2,Star system
Reach ,attain,2,Attain a desired level of success
Unmoving yet ,still,1,Still: Not moving or changing; fixed in position.
Pursue,chase,1,Chase after
No speed required for poetic metrical foot ,spondee,5,"Spondee (stressed, stressed) - DUM-DUM"
Devil ,demon,6,Demonic
Life-supporting gas ,oxygen,1,Oxygen - crucial for most terrestrial life forms
Jupiter is one ,planet,1,Largest planet in our solar system
Thoroughfare ,avenue,4,Main avenue
Those fully grown ,adults,1,Mature adults: Refers to individuals who have reached full physical or emotional development after the teenage years.
Gen ,info,12,Kinfolk
Imperial land measurement ,acre,1,"Acres: A unit of area commonly used in the imperial system, representing 43,560 square feet or about 4,047 square meters."
