CLUE,ANS,OUTPUT
Soldier on guard ,sentry,"['Vigilant', 'Alert', 'Watchful', 'On high alert', 'Defensive', 'Security detail', 'Patrol', 'Post duty', 'Guard duty', 'Protective', 'Stoic', 'Firm', 'Steady', 'Unyielding', 'Immovable', 'Tireless', 'Persevering', 'Resolute', 'Unwavering', 'Unshakable']"
Appropriate ,apt,"['Unfed', 'Undernourished', 'Malnourished', 'Starving', 'Famished', 'Hungry stomach', 'Inadequately fed', 'Underfed', 'Deprived of food', 'Nutrient-deficient']"
Farm implement ,plough,"['Plow', 'Tractor', 'Cultivator', 'Harrow', 'Rake', 'Combine', 'Planter', 'Tiller', 'Seeder', 'Irrigation pump', 'Fertilizer spreader', 'Farm cart', 'Hay baler', 'Manure spreader', 'Garden hose', 'Livestock watering trough', 'Chicken coop', 'Beehive', 'Barn', 'Silo']"
Introduce gradually,instil,"['Eased into', 'Introduced gently', 'Phased in', 'Gradually adopted', 'Implemented slowly', 'Adopted over time', 'Introduced little by little', 'Increased gradually', 'Phased in gradually', 'Introduced step by step', 'Adopted incrementally', 'Introduced bit by bit', 'Gradually introduced', 'Introduced over a period of time', 'Implemented incrementally']"
Provide goods or services for ,cater,"['Food', 'Drink', 'Shelter', 'Clothing', 'Healthcare', 'Education', 'Transportation', 'Communication devices (phones, computers, etc.)', 'Entertainment (movies, music, books, etc.)', 'Personal care products (toiletries, cosmetics, etc.)', 'Home goods (furniture, appliances, etc.)', 'Electronics (TVs, radios, etc.)', 'Sports equipment and gear', 'Pet supplies', 'Home improvement tools and materials', 'Automotive services (oil changes, car washes, etc.)', 'Travel arrangements (flights, hotels, etc.)', 'Financial services (banking, investments, etc.)', 'Legal services (lawyers, legal advice, etc.)', 'Home cleaning and maintenance services (housekeeping, lawn care, etc.).']"
Christian sacrament requiring pouring of water ,baptism,[]
French painter ,watteau,"['Monet', 'Renoir', 'Degas', 'Rodin', 'Gaugin', 'Cassatt', 'Seurat', 'Matisse', 'Rousseau', 'Delacroix']"
Title ,name,"['""Left Hungry""']"
Regions at the top and bottom of the world ,polar,"['Arctic region (Norway, Russia, Canada)', 'North Pole region (specifically the area around the North Pole)', 'Greenland (an autonomous territory of Denmark located near the North Pole)', 'Alaska (USA state located in the far northwest corner of North America)', 'Northern Europe (countries such as Norway, Sweden, Finland, and Iceland)', 'Antarctica (a continent located at the bottom of the world, surrounded by the Southern Ocean)', 'South Pole region (specifically the area around the South Pole)', 'Patagonia (a region in southern Argentina and Chile, located near the bottom of the world)', 'Tierra del Fuego (a region in southernmost South America, located near the bottom of the world)', 'Southern Europe (countries such as Spain, Portugal, France, and Italy, located near the bottom of the world).']"
Privilege ,right,"['Advantage', 'Benefit', 'Luxury', 'Entitlement', 'Comfort', 'Affluence', 'Wealth', 'Privileged position', 'Upper hand', 'Advancement', 'Ahead', 'Leadership role', 'Preferential treatment', 'Exclusive access', 'Elite status', 'Prestige', 'Esteem', 'Respect', 'Privileged lifestyle', 'Beneficial circumstances']"
