CLUE,ANS,POS,FOUND IN
Collection of items of information ,data,1,Data compilation
"'' ... Spirit'', Noel Coward play ",blithe,2,Blithe Spirit
Partially viewed ,glimpsed,13,Half-glimpsed concept
Employ - undertake - oppose ,take on,2,"Begin or take on an action, job, or responsibility: undertake"
Seethe ,boil,1,Boiling hot
Kind of rehearsal like thirsty trot ,dry run,16,Dry run simulations
"King Edward VIII, latterly",duke of windsor,8,Became Duke of Windsor (post-abdication)
Short-legged hound ,beagle,5,"Small-bodied hounds: Beagle Puppy, Basset Hound Puppies"
Bay lynx ,bobcat,6,Related to bobcats but larger with longer legs
Designed to reduce wind resistance,streamlined,4,Streamlined profile
Lowest point ,nadir,1,Absolute nadir
Competing ,vying,22,Rush hour rations: Limited meal options during competitions could intensify the struggle between participants vying for sustenance while maintaining performance levels.
Defeated or hit repeatedly ,beaten,4,Beaten down
Of foods) made from milk ,dairy,1,Dairy-based products
"Resounding, ringing ",resonant,9,Resonant echo
Sensation ,feeling,1,"Feeling: The subjective experience of sensations, emotions, or stimuli from the environment."
