CLUE,ANS,POS
Italian resort ,rimini,7
Child of first eight weeks in womb ,embryo,1
Sign of the lion ,leo,1
Lifted ,raised,2
"Nurse, nun or relation ",sister,2
Army unit ,regiment,6
Shape produced by curve that crosses itself ,loop,1
Warm and cosy ,snug,1
Cock ,rooster,1
Everlasting ,eternal,12
Distance north or south of the equator ,latitude,1
Game bird ,snipe,10
"Piece of crockery, maybe flying ",saucer,3
Principal actress ,leading lady,5
Primary blue colour in printing ,cyan,1
Thought ,idea,1
