CLUE,ANS,POS,FOUND IN
Armed conflict; lawsuit,action,12,Injured party - Refers to someone harmed or adversely affected by an event or action and can apply both legally and within the scope of warfare.
Islands off Cornwall ,scilly,1,Scilly Isles
Enunciation ,diction,8,Proper diction
Yellow-brown pigment ,sienna,6,Sienna brown
Female deity,goddess,12,"Kuan Yin (Eastern Buddhism, goddess of compassion)"
Type of macaque ,rhesus,17,"Rhesus Macaque (Macaca mulatta) - While not a native of Asia, it's closely related and often associated with Asian macaques"
Tanned hide ,leather,1,Sun-kissed leather
Violent winds and rain ,storms,1,Ferocious storms
"Eg, Vesuvius ",volcano,2,Italian volcano: Etna
Costed ,priced,3,High-priced
Demonstrate ,show,4,"Demonstrate (Crossword Clue): This clue suggests a request to show or explain one's abilities; potential answers could be illustrate, exhibit, demonstrate, display, exemplify, etc."
Consequence caused by something else ,effect,1,Resultant effect
One of Montezuma's people,aztec,1,Aztec individual
Surrender as a penalty ,forfeit,12,Forfeit rights/positions
Pile,mound,18,Mound of goods
"... of the fittest, natural selection ",survival,18,Survival of the most robust
Clear savoury jelly ,aspic,5,Rich aspic
Unpunctuality ,tardiness,15,Frequents tardiness
Never-ending ,unceasing,16,Unceasing flow
