CLUE,ANS,POS
"George _______, nom de plume of Eric Blair",orwell,1
Arduous walk,trek,1
Interconnected system of things or people ,network,1
Italian city (with two gentlemen),verona,9
Woolly animals ,sheep,1
Official record of names etc. ,register,8
Death notice ,obituary,1
Cage(s) to keep birds ,aviary,1
Academic robe ,gown,1
Old London prison ,newgate,1
Old song 'Auld . . . . Syne' ,lang,2
Hence ,thus,4
Gain knowledge ,learn,5
Not proper or suitable ,unseemly,18
Cooking stove,range,1
Niche or recess ,alcove,10
High quality brandy,cognac,1
Alfred Hitchcock was the master of it ,suspense,1
"Predicament, difficulty ",plight,14
Erase ,delete,8
A kind of accordion ,melodeon,3
Small crude shelter ,hut,1
Bantu language ,swahili,2
"Surgical thread, seam ",suture,1
By the sea ,coastal,2
City in Sweden ,uppsala,4
Eat lightly and often ,graze,2
Private in the British Royal Engineers ,sapper,2
