CLUE,ANS,POS
Raise ,elevate,1
Green public spaces ,gardens,2
Discolorations or dirt marks ,stains,1
Greek god of the sea ,poseidon,1
TV motoring programme ,top gear,1
A cloche (anag) - spiral cavity of the inner ear,cochlea,1
"Requires, is in want of ",needs,1
Unreal ,illusory,12
Fermented grape juice ,wine,1
Unwell ,ill,3
Hitchcock film ,the birds,5
Lends a hand ,assists,1
Foe,enemy,1
Moroccan stew cooked in a pot with a conical lid ,tagine,1
Adversary ,opponent,1
Oblivious ,unaware,1
"American state, capital Montgomery ",alabama,1
Formal set of clothes ,suit,1
"Surreptitious, furtive ",stealthy,1
"Plead, implore ",beg,1
Tenth month,october,1
"Metal, symbol Cr ",chromium,1
Hearth ,fireplace,1
"Awful, dreadful ",terrible,3
Backs of legs ,calves,3
One who sells betting advice ,tipster,1
Bring together ,unite,6
(In medicine) an alcoholic solution of a drug ,tincture,1
Small mound from burrowing ,molehill,2
Town in Surrey ,woking,1
Difficulty in reading and spelling ,dyslexia,1
