CLUE,ANS,POS
Adversary ,opponent,3
Oblivious ,unaware,1
Go to restaurant ,eat out,2
"- Blyton, children's writer ",enid,1
Indefatigability,stamina,2
"American state, capital Montgomery ",alabama,1
Formal set of clothes ,suit,1
"Surreptitious, furtive ",stealthy,8
Specialised school,academy,1
"Plead, implore ",beg,3
Tenth month,october,1
"Metal, symbol Cr ",chromium,1
Hearth ,fireplace,2
"Awful, dreadful ",terrible,6
Backs of legs ,calves,2
One who sells betting advice ,tipster,2
Bring together ,unite,20
Spanish wine cocktail ,sangria,1
Wordy ,verbose,17
(In medicine) an alcoholic solution of a drug ,tincture,4
Town in Surrey ,woking,1
Difficulty in reading and spelling ,dyslexia,1
Stronghold ,fortress,1
Movie ,film,1
Large water lily ,lotus,3
Vedic hymn ,mantra,4
