CLUE,ANS,POS
Brought to an end,concluded,1
and 18 Down: The Great Bear ,ursa,1
Able to move ,mobile,1
Roman goddess of love ,venus,1
Sunrise ,dawn,1
Showing keen intelligence,sharp-witted,3
Make a copy or procreate ,reproduce,3
Line that intercepts a curve ,secant,6
People of the Netherlands ,dutch,1
Ripped off ,overcharged,13
Element discovered by the Curies ,radium,2
Fruit ,quince,14
Building ,edifice,3
Jubilant ,ecstatic,1
Wee ,tiny,1
Cunning ,sly,1
Cask stopper ,bung,11
Capital of Bulgaria ,sofia,1
Saviour ,rescuer,1
Organ for breathing ,lung,4
Sets up or builds. ,erects,4
Bet ,wager,1
Relatives by marriage ,in-laws,1
Nebraska city,omaha,2
