CLUE,ANS,POS,FOUND IN
Egg-laying apian sort ,queen bee,14,"Apiculture (the practice of beekeeping, which includes egg-laying by queen bees)"
Zodiac sign ,taurus,7,"Taurus (Persistent and hardworking, may prioritize work over eating under certain circumstances)"
Source of illumination ,light,1,Light bulb
Cos lettuce ,romaine,4,Crunchy romaine
Paperback ,book,3,Bound booklet
Be present at ,attend,5,In attendance
Mime on tap in children's show ,pantomime,17,Pantomime tailored to children's show
Chinese dynasty -- Flash Gordon's foe ,ming,3,Ming Dynasty
Tension ,stress,1,Stressed
Computer program loading method ,bootstrap,1,Bootstrapping
Bring up or stand up on hind legs ,rear,4,Rear limb elevation
