CLUE,ANS,POS,FOUND IN
Refrain ,desist,11,Desist from
"Stiff, unbending ",rigid,1,Rigidity
Addressed God ,prayed,3,Prayed to
Quiet -- 13 (anag) ,silent,4,Silentium
Waves ,surf,14,Pulse (as in a pulsing effect on the surface of a liquid)
Discover ,find,2,Unearth - To find something hidden or secret.
Guaranteed ,assured,1,Assuredly
"From Naples, perhaps",italian,9,"Basilico (basil in Italian, as it's a common ingpertiment on many Naples-originated dishes)"
More than is needed ,excess,1,Excessive
"Nahum, Joel etc. ",prophets,1,Minor prophets
Engage in a medieval joust - lean,tilt,6,Tilt (the platform for jousting)
Bush ,shrub,1,Shrubbery
Pronoun ,she,2,"The English language has several types of pronouns—personal (e.g., he, she, they), demonstrative (this, that, these, those), possessive (my, your, his, her, its, our, their), reflexive (myself, yourself, himself, herself, itself, ourselves, yourselves, themselves), relative (who, whom, which, that), and interrogative (who, what, where, when, why, how)."
Whirlwind ,tornado,3,"Waterspouts: Whirlwinds over water bodies, similar to tornadoes but usually weaker"
